id,text,language,sentence_length,word_count,character_count,uppercase_count,punctuation_count
269,The local bakery repaired the neighborhood's street art at a small conference in Melbourne earlier this morning.,English,Long,17,112,2,2
270,The museum curator questioned several ancient manuscripts at a small conference in Melbourne every Saturday afternoon.,English,Long,16,118,3,1
271,"According to a recent report published by Northfield University, the number of people who document the quarterly sales figures has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,237,3,3
272,The software engineer documented an experimental cooking recipe.,English,Short,8,64,1,1
273,The new intern reviewed the town's water supply system near the old train station.,English,Medium,14,82,1,2
274,A wildlife photographer discussed the annual budget report at the university campus after months of planning.,English,Long,16,109,1,1
275,My younger sister designed an unusual weather pattern in the downtown office just before sunset.,English,Medium,15,96,1,1
276,Our neighbor rehearsed a collection of vintage postcards at the university campus every Saturday afternoon.,English,Medium,15,107,2,1
277,The maintenance crew translated the volunteer schedule at a small conference in Melbourne during the summer break.,English,Long,17,114,2,1
278,"According to a recent report published by Skyline Real Estate, the number of people who recycle the annual budget report has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,231,4,3
279,The software engineer sketched an antique wooden clock.,English,Short,8,55,1,1
280,"A young entrepreneur, who had overseen a set of handwritten letters for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,227,1,3
281,"Although the weather in Jakarta can be unpredictable during July, Our neighbor decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,35,239,4,3
282,"The maintenance crew, who had supported a rare species of orchid for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,38,224,1,3
283,"Although the weather in Berlin can be unpredictable during October, The delivery driver decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,248,4,3
284,"A group of tourists spent several weeks photographing the annual budget report, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,46,275,1,5
285,The software engineer discussed the quarterly sales figures during the summer break.,English,Medium,12,84,1,1
286,The museum curator rehearsed the results of the survey throughout the semester.,English,Medium,12,79,1,1
287,The local bakery negotiated a new hiking trail every Saturday afternoon.,English,Medium,11,72,2,1
288,The maintenance crew questioned a new hiking trail at a small conference in Melbourne just before sunset.,English,Long,17,105,2,1
289,The new intern rehearsed a series of jazz recordings.,English,Medium,9,53,1,1
290,The software engineer documented the quarterly sales figures at the university campus.,English,Medium,12,86,1,1
291,The orchestra conductor translated an experimental cooking recipe at the university campus since last spring.,English,Medium,15,109,1,1
292,"Although the weather in Manila can be unpredictable during December, The delivery driver decided to proceed with the outdoor event, arguing that visitors would still enjoy themselves despite the occasional light rain and cooler evening temperatures.",English,Long,36,249,4,3
293,The city council negotiated the community recycling program.,English,Short,8,60,1,1
294,"According to a recent report published by Meridian Financial Group, the number of people who measure a set of handwritten letters has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,240,4,3
