id,text,category,subcategory,difficulty
247,"In a statement released today, elementary schools adopted a new curriculum focused on critical thinking. The story continues to unfold.",Education,Higher Education,Beginner
248,"According to recent reports, travel insurance became more popular after a series of flight delays. Many are watching closely to see what happens next.",Travel,Destinations,Beginner
249,"As widely reported, the college launched a mentorship program pairing alumni with graduates. The story continues to unfold.",Education,Online Learning,Intermediate
250,Public health officials launched a campaign to increase vaccination rates. Further updates are expected in the coming weeks.,Health,Public Health,Intermediate
251,Officials confirmed that the government announced new targets to cut greenhouse gas emissions. The story continues to unfold.,Environment,Climate Change,Intermediate
252,"According to recent reports, analysts predict a close race in the upcoming general election. Many are watching closely to see what happens next.",Politics,Elections,Intermediate
253,Sources close to the matter say the mayor announced a new initiative to improve neighborhood infrastructure. Further updates are expected in the coming weeks.,Politics,Legislation,Advanced
254,The startup raised a new funding round to expand into international markets. Reactions have been mixed so far.,Business,Startups,Advanced
255,Local sources indicate that the tennis champion defended her title after a grueling five-set final.,Sports,Swimming,Advanced
256,"According to recent reports, scientists warned that rising temperatures could disrupt coral reef ecosystems.",Science,Biology,Advanced
257,"In related news, the company's marketing team launched a campaign targeting younger consumers. This development drew significant attention.",Business,Finance,Advanced
258,Local sources indicate that the startup raised a new funding round to expand into international markets. This development drew significant attention.,Business,Finance,Advanced
259,The company committed to using recycled materials in its packaging. Reactions have been mixed so far.,Environment,Conservation,Advanced
260,"In a statement released today, conservationists worked to restore wetlands that support local wildlife. Many are watching closely to see what happens next.",Environment,Conservation,Intermediate
261,"According to recent reports, the research team published a study on the effects of ocean acidification. Reactions have been mixed so far.",Science,Biology,Intermediate
262,"In a statement released today, the university introduced a hybrid learning model for first-year students. Further updates are expected in the coming weeks.",Education,Higher Education,Beginner
