id,text,language,language_code
344,"Questa mattina, Devo comprare pane e latte. Questo è certo.",Italian,it
345,हमने कल रात एक फिल्म देखी। सभी सहमत हैं।,Hindi,hi
346,"Heute Morgen, Die Kinder spielen im Garten. Es ist wahr.",German,de
347,"Infatti, Vorrei una tazza di caffè, per favore. Tutti sono d'accordo.",Italian,it
348,هذا الصباح، يفتح المتحف الساعة التاسعة صباحًا. هذا مؤكد.,Arabic,ar
349,كالعادة، يغلق المتجر مبكرًا أيام الأحد. هذا صحيح.,Arabic,ar
350,"Mais uma vez, Eu gostaria de uma xícara de café, por favor. Todos concordam.",Portuguese,pt
351,"Onestamente, L'autobus arriva ogni quindici minuti. È vero.",Italian,it
352,"Yesterday, The museum opens at nine in the morning. It's true.",English,en
353,دراصل، کیا آپ ٹرین اسٹیشن ڈھونڈنے میں میری مدد کر سکتے ہیں؟,Urdu,ur
354,"Gestern, Sie liest ein Buch im Park. Das ist sicher.",German,de
355,"ईमानदारी से, वे पहाड़ों की यात्रा की योजना बना रहे हैं। सभी सहमत हैं।",Hindi,hi
356,كالعادة، تصل الحافلة كل خمس عشرة دقيقة.,Arabic,ar
357,"Once again, I need to buy some bread and milk. That's for sure.",English,en
358,"Wie immer, Das Wetter ist heute wunderschön. Es ist wahr.",German,de
359,"Honestly, Can you help me find the train station? Everyone agrees.",English,en
360,بظاہر، کنسرٹ آٹھ بجے شروع ہوتا ہے۔ یہ سچ ہے۔,Urdu,ur
361,ویسے، ہم نے کل رات ایک فلم دیکھی۔ سب اس بات پر متفق ہیں۔,Urdu,ur
362,بالمناسبة، يفتح المتحف الساعة التاسعة صباحًا. هذا مؤكد.,Arabic,ar
363,"वैसे, यह रेस्तरां स्वादिष्ट भोजन परोसता है।",Hindi,hi
364,"As usual, He is studying for his final exams. Everyone agrees.",English,en
365,"कल, संग्रहालय सुबह नौ बजे खुलता है। यह सच है।",Hindi,hi
366,"एक बार फिर, मेरा परिवार इस गर्मी में हमसे मिलने आ रहा है।",Hindi,hi
367,"Questa mattina, Il tempo è bellissimo oggi. Questo è certo.",Italian,it
368,"As usual, She is reading a book in the park.",English,en
369,"Honestamente, Necesito comprar pan y leche.",Spanish,es
370,"Ontem, Ele joga futebol todo fim de semana. Todos concordam.",Portuguese,pt
371,"Honnêtement, Nous avons regardé un film hier soir.",French,fr
372,"Aparentemente, El jardín está lleno de flores coloridas.",Spanish,es
373,Sie liest ein Buch im Park. Es ist wahr.,German,de
374,"Aparentemente, Eu gosto de aprender novos idiomas. Todos concordam.",Portuguese,pt
375,"Honnêtement, Je voudrais une tasse de café, s'il vous plaît.",French,fr
376,"A propósito, Eu preciso comprar pão e leite. Todos concordam.",Portuguese,pt
377,كالعادة، سنذهب إلى السوق غدًا. هذا مؤكد.,Arabic,ar
378,"Once again, I enjoy learning new languages. That's for sure.",English,en
379,"Heute Morgen, Der Bus kommt alle fünfzehn Minuten. Alle sind sich einig.",German,de
380,"En fait, Le jardin est plein de fleurs colorées. C'est vrai.",French,fr
381,"As usual, I need to buy some bread and milk. That's for sure.",English,en
382,"Yesterday, He is studying for his final exams.",English,en
383,"Ayer, Mi familia nos visita este verano. Es verdad.",Spanish,es
384,"Honestamente, Assistimos a um filme ontem à noite.",Portuguese,pt
385,"Apparentemente, Puoi aiutarmi a trovare la stazione dei treni? È vero.",Italian,it
386,"वैसे, संगीत कार्यक्रम आठ बजे शुरू होता है।",Hindi,hi
387,"Gestern, Ich muss Brot und Milch kaufen. Es ist wahr.",German,de
388,"Honestamente, Você pode me ajudar a encontrar a estação de trem? Isso é certo.",Portuguese,pt
389,"Onestamente, Il museo apre alle nove del mattino. Questo è certo.",Italian,it
390,"Gestern, Er spielt jedes Wochenende Fußball.",German,de
391,¿Puedes ayudarme a encontrar la estación de tren? Es verdad.,Spanish,es
392,"Au fait, Elle lit un livre dans le parc. C'est vrai.",French,fr
393,"In fact, She works at a small bakery downtown.",English,en
394,"एक बार फिर, वे पहाड़ों की यात्रा की योजना बना रहे हैं। सभी सहमत हैं।",Hindi,hi
395,بالمناسبة، الأطفال يلعبون في الحديقة. هذا مؤكد.,Arabic,ar
396,"Tatsächlich, Ich muss Brot und Milch kaufen. Es ist wahr.",German,de
397,ویسے، کنسرٹ آٹھ بجے شروع ہوتا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
398,"Überraschenderweise, Der Laden schließt sonntags früh. Es ist wahr.",German,de
399,"A proposito, Il concerto inizia alle otto. È vero.",Italian,it
400,"Ayer, El museo abre a las nueve de la mañana. Eso es seguro.",Spanish,es
401,ایمانداری سے، وہ پارک میں کتاب پڑھ رہی ہے۔ یہ سچ ہے۔,Urdu,ur
402,"De hecho, Él está estudiando para sus exámenes finales. Es verdad.",Spanish,es
403,"Honestamente, Me gusta aprender nuevos idiomas. Es verdad.",Spanish,es
404,کل، مجھے نئی زبانیں سیکھنا پسند ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
405,"जाहिर तौर पर, मुझे रोटी और दूध खरीदने की जरूरत है। यह निश्चित है।",Hindi,hi
406,"Once again, My family is visiting this summer.",English,en
407,"En fait, Les enfants jouent dans le jardin.",French,fr
408,"Apparently, I need to buy some bread and milk.",English,en
409,"कल, बस हर पंद्रह मिनट में आती है। यह निश्चित है।",Hindi,hi
410,"वैसे, यह रेस्तरां स्वादिष्ट भोजन परोसता है। यह सच है।",Hindi,hi
411,J'aime apprendre de nouvelles langues.,French,fr
412,في الواقع، أود كوب قهوة من فضلك. هذا صحيح.,Arabic,ar
413,"Heute Morgen, Sie liest ein Buch im Park.",German,de
414,"Überraschenderweise, Die Kinder spielen im Garten. Das ist sicher.",German,de
415,"Encore une fois, Ils prévoient un voyage à la montagne.",French,fr
416,"Comme d'habitude, Elle travaille dans une petite boulangerie.",French,fr
417,ہمیشہ کی طرح، ہم کل بازار جا رہے ہیں۔ یہ سچ ہے۔,Urdu,ur
418,"वास्तव में, मुझे रोटी और दूध खरीदने की जरूरत है। यह सच है।",Hindi,hi
419,"Ce matin, Le magasin ferme tôt le dimanche. C'est certain.",French,fr
420,"De hecho, Ellos están planeando un viaje a las montañas. Eso es seguro.",Spanish,es
421,"In fact, He is studying for his final exams.",English,en
422,"जाहिर तौर पर, बगीचा रंग-बिरंगे फूलों से भरा है।",Hindi,hi
423,"Étonnamment, Les enfants jouent dans le jardin. Tout le monde est d'accord.",French,fr
424,"Ancora una volta, Il concerto inizia alle otto.",Italian,it
425,"Übrigens, Sie arbeitet in einer kleinen Bäckerei. Es ist wahr.",German,de
426,"A propósito, Ela está lendo um livro no parque. Todos concordam.",Portuguese,pt
427,"Onestamente, Lei sta leggendo un libro nel parco. Questo è certo.",Italian,it
428,"Apparemment, J'ai besoin d'acheter du pain et du lait.",French,fr
429,ہمیشہ کی طرح، ہم نے کل رات ایک فلم دیکھی۔,Urdu,ur
430,"Apparemment, Il joue au football chaque week-end. C'est vrai.",French,fr
431,"This morning, I need to buy some bread and milk.",English,en
432,Ela está lendo um livro no parque. Isso é certo.,Portuguese,pt
433,حیرت کی بات ہے، بچے باغ میں کھیل رہے ہیں۔ سب اس بات پر متفق ہیں۔,Urdu,ur
434,"Aparentemente, Ellos están planeando un viaje a las montañas. Eso es seguro.",Spanish,es
435,ایک بار پھر، بس ہر پندرہ منٹ میں آتی ہے۔ یہ یقینی ہے۔,Urdu,ur
436,هذا الصباح، أستمتع بتعلم لغات جديدة.,Arabic,ar
437,"Übrigens, Können Sie mir helfen, den Bahnhof zu finden? Es ist wahr.",German,de
438,"Esta mañana, Me gusta aprender nuevos idiomas. Es verdad.",Spanish,es
439,"Hier, Elle lit un livre dans le parc. C'est vrai.",French,fr
440,"Aparentemente, O show começa às oito horas. É verdade.",Portuguese,pt
441,هذا الصباح، سنذهب إلى السوق غدًا. هذا مؤكد.,Arabic,ar
442,"Once again, We watched a movie last night.",English,en
443,بالأمس، أحتاج إلى شراء خبز وحليب. الجميع يوافق.,Arabic,ar
444,"वास्तव में, हम कल बाजार जा रहे हैं। यह सच है।",Hindi,hi
445,بشكل مفاجئ، هي تقرأ كتابًا في الحديقة. الجميع يوافق.,Arabic,ar
446,بصراحة، يغلق المتجر مبكرًا أيام الأحد.,Arabic,ar
447,هي تقرأ كتابًا في الحديقة. هذا مؤكد.,Arabic,ar
448,"ईमानदारी से, दुकान रविवार को जल्दी बंद हो जाती है।",Hindi,hi
449,بظاہر، کنسرٹ آٹھ بجے شروع ہوتا ہے۔ یہ یقینی ہے۔,Urdu,ur
450,Ellos están planeando un viaje a las montañas.,Spanish,es
451,"Apparemment, Ce restaurant sert une nourriture délicieuse.",French,fr
452,"Honestamente, Este restaurante serve comida deliciosa. Todos concordam.",Portuguese,pt
453,"A proposito, Il tempo è bellissimo oggi. È vero.",Italian,it
454,संग्रहालय सुबह नौ बजे खुलता है।,Hindi,hi
455,"Honestamente, Eu preciso comprar pão e leite. Isso é certo.",Portuguese,pt
456,"In fact, The store closes early on Sundays. It's true.",English,en
457,हम कल बाजार जा रहे हैं। यह निश्चित है।,Hindi,hi
458,"Apparemment, Nous allons au marché demain. Tout le monde est d'accord.",French,fr
459,بشكل مفاجئ، هو يدرس لامتحاناته النهائية. الجميع يوافق.,Arabic,ar
460,"Ontem, Eles estão planejando uma viagem para as montanhas. É verdade.",Portuguese,pt
461,هذا الصباح، يبدأ الحفل الساعة الثامنة. هذا صحيح.,Arabic,ar
462,"Esta mañana, Ella trabaja en una pequeña panadería. Todos están de acuerdo.",Spanish,es
463,بصراحة، يفتح المتحف الساعة التاسعة صباحًا.,Arabic,ar
464,بشكل مفاجئ، هذا المطعم يقدم طعامًا لذيذًا. هذا مؤكد.,Arabic,ar
465,ہمیشہ کی طرح، میرا خاندان اس گرمی میں ہم سے ملنے آ رہا ہے۔ سب اس بات پر متفق ہیں۔,Urdu,ur
466,هذا الصباح، يغلق المتجر مبكرًا أيام الأحد.,Arabic,ar
467,"Esta mañana, Él está estudiando para sus exámenes finales. Todos están de acuerdo.",Spanish,es
468,أستمتع بتعلم لغات جديدة. هذا صحيح.,Arabic,ar
469,"Surprisingly, I need to buy some bread and milk.",English,en
470,"Una vez más, Él está estudiando para sus exámenes finales. Eso es seguro.",Spanish,es
471,"In fact, Can you help me find the train station? Everyone agrees.",English,en
472,"Honestly, He plays football every weekend. That's for sure.",English,en
473,"कल, वह अपनी अंतिम परीक्षाओं के लिए पढ़ रहा है। यह सच है।",Hindi,hi
474,"Heute Morgen, Sie liest ein Buch im Park. Das ist sicher.",German,de
475,"Apparemment, Ils prévoient un voyage à la montagne. C'est vrai.",French,fr
476,Sie liest ein Buch im Park. Das ist sicher.,German,de
477,"Questa mattina, Il tempo è bellissimo oggi.",Italian,it
478,بظاہر، وہ اپنے فائنل امتحانات کی تیاری کر رہا ہے۔ یہ سچ ہے۔,Urdu,ur
479,"Come al solito, Vorrei una tazza di caffè, per favore. Questo è certo.",Italian,it
480,"A propósito, Ela trabalha em uma pequena padaria. Isso é certo.",Portuguese,pt
481,बच्चे बगीचे में खेल रहे हैं। यह सच है।,Hindi,hi
482,"ईमानदारी से, संग्रहालय सुबह नौ बजे खुलता है। सभी सहमत हैं।",Hindi,hi
483,"As usual, The store closes early on Sundays. Everyone agrees.",English,en
484,"हमेशा की तरह, संगीत कार्यक्रम आठ बजे शुरू होता है।",Hindi,hi
485,"Ehrlich gesagt, Der Laden schließt sonntags früh. Das ist sicher.",German,de
486,"En fait, Il joue au football chaque week-end. C'est certain.",French,fr
487,"Honestly, The store closes early on Sundays. That's for sure.",English,en
