id,text,label,category,difficulty
268,"Hello, Hope your exams went well, let's celebrate this weekend. Take care.",Ham,Personal,Beginner
269,"Hello, Let's finalize the agenda for next week's meeting with Cedar Grove Hospital.",Ham,Work,Beginner
270,ATTENTION: Special member reward unlocked: a free the TravelLite suitcase is waiting for you!,Spam,Promotion,Advanced
271,"Hey, Let's sync up briefly before submitting the proposal to Cedar Grove Hospital. Thanks!",Ham,Work,Beginner
272,"Final reminder: unclaimed reward expires today, click now before it's too late! Limited spots remain.",Spam,Scam,Intermediate
273,Exclusive offer just for you: get a bonus the CloudDesk chair with your next purchase! Limited spots remain.,Spam,Promotion,Intermediate
274,"IMPORTANT: Buy the FlexFit yoga mat today and get 50% off your first order, limited time only! Limited spots remain.",Spam,Advertisement,Advanced
275,"Just a heads up, Do you want to grab coffee before the meeting starts? Thanks!",Ham,Normal Message,Intermediate
276,"Hello, Your order from Crescent Media Group has shipped and is expected to arrive in three days. Talk soon.",Ham,Notification,Beginner
277,"ACT NOW: Special deal: buy one the ChefMate blender, get one free this weekend only! Respond today.",Spam,Advertisement,Beginner
278,"ATTENTION: Special deal: buy one the GreenLeaf water bottle, get one free this weekend only! Respond today.",Spam,Advertisement,Intermediate
279,"Hey, I updated the project board, take a look before our call with BrightFuture Foundation. Take care.",Ham,Work,Beginner
280,"Hey, The movie was great, we should watch the sequel next weekend.",Ham,Normal Message,Advanced
281,"Quick note: Congratulations on the new job, you truly deserve it! Take care.",Ham,Personal,Beginner
282,"Just a heads up, Can we reschedule our call with Global Trade Partners to later this afternoon? Take care.",Ham,Work,Beginner
283,"Hello, Happy birthday! Hope you have an amazing day with family and friends. Thanks!",Ham,Personal,Advanced
284,NOTICE: Refer a friend and receive a free a NightOwl reading lamp as a thank-you gift! Limited spots remain.,Spam,Promotion,Intermediate
285,"ACT NOW: New arrival: the CloudDesk chair now available at an unbeatable price, shop now! Offer won't last.",Spam,Advertisement,Intermediate
286,"Hello, I found a great recipe for the dinner party next Friday. Thanks!",Ham,Normal Message,Intermediate
287,"Hello, Hope the new house is treating you well, let's visit soon. Talk soon.",Ham,Personal,Intermediate
288,"Hello, The traffic on the highway is pretty bad this morning, leave early. Take care.",Ham,Normal Message,Intermediate
289,"Hey, This is a reminder that your appointment with Quantum Innovations starts in one hour. Talk soon.",Ham,Notification,Beginner
290,"Hi, I found a great recipe for the dinner party next Friday.",Ham,Normal Message,Intermediate
291,"LIMITED TIME: Your delivery is on hold pending confirmation, update your details to release it!",Spam,Scam,Beginner
292,"FYI, Let's schedule a quick check-in about the Pioneer Research Institute account this week. Take care.",Ham,Work,Intermediate
293,LIMITED TIME: Special member reward unlocked: a free the CloudDesk chair is waiting for you! Don't wait!,Spam,Promotion,Intermediate
294,"Hi, Let's plan a get-together soon, it's been way too long. Thanks!",Ham,Personal,Beginner
295,NOTICE: Huge sale on the PixelView monitor — save big before stock runs out! Respond today.,Spam,Advertisement,Beginner
296,Just wanted to check in and see how you've been doing lately.,Ham,Personal,Intermediate
297,"FYI, Your subscription to Maple Street School District's newsletter has been updated successfully. Take care.",Ham,Notification,Intermediate
298,"Just a heads up, Your reservation at Lakeside Medical Center has been confirmed for this weekend.",Ham,Notification,Beginner
299,ALERT: Flash sale: the GreenLeaf water bottle is now 40% off for the next 24 hours only! Don't wait!,Spam,Advertisement,Intermediate
300,"Hi, Congrats on finishing the marathon, that's such an accomplishment! Take care.",Ham,Personal,Intermediate
301,"Hey, Your reservation at Ironwood Steel Works has been confirmed for this weekend. Take care.",Ham,Notification,Beginner
302,"Hi, Let's sync up briefly before submitting the proposal to Riverside Bank.",Ham,Work,Intermediate
303,"Just a heads up, I updated the project board, take a look before our call with Summit Robotics Inc.. Take care.",Ham,Work,Beginner
304,"Hello, Congratulations on your engagement, so happy for you both! Talk soon.",Ham,Personal,Beginner
305,ALERT: You have won a mystery prize! Click the link now to claim before it expires! Limited spots remain.,Spam,Scam,Beginner
306,IMPORTANT: Refer a friend and receive a free a ProGrip tennis racket as a thank-you gift! Don't wait!,Spam,Promotion,Beginner
307,"Hello, This is a reminder that your membership with Aurora Data Systems is up for renewal soon. Thanks!",Ham,Notification,Advanced
308,ATTENTION: Special member reward unlocked: a free a StreamCast speaker is waiting for you! Limited spots remain.,Spam,Promotion,Beginner
309,"ALERT: Don't miss our biggest sale of the year on the QuickBrew coffee maker, hurry before it ends! Respond today.",Spam,Advertisement,Intermediate
310,"ACT NOW: New arrival: a SoundWave headset now available at an unbeatable price, shop now! Respond today.",Spam,Advertisement,Intermediate
311,"Hello, Let's sync up briefly before submitting the proposal to Coastal Insurance Co.. Thanks!",Ham,Work,Beginner
312,Your order from Summit Robotics Inc. has shipped and is expected to arrive in three days. Let me know.,Ham,Notification,Beginner
313,"FYI, Your recent payment to Pioneer Research Institute was processed successfully.",Ham,Notification,Intermediate
314,ALERT: Refer a friend and receive a free a SunBeam solar charger as a thank-you gift! Limited spots remain.,Spam,Promotion,Intermediate
315,"Hey, Do you want to grab coffee before the meeting starts? Talk soon.",Ham,Normal Message,Beginner
316,"Just a heads up, Your account settings with Harborview College were updated successfully. Let me know.",Ham,Notification,Beginner
317,"Hello, I finally fixed the leaky faucet in the kitchen this weekend. Let me know.",Ham,Normal Message,Intermediate
318,"FYI, Can you send me the recipe you used for dinner last night? Take care.",Ham,Normal Message,Advanced
319,"IMPORTANT: Best prices of the season on a SoundWave headset, shop the sale now! Don't wait!",Spam,Advertisement,Advanced
320,Your order from Coastal Insurance Co. has shipped and is expected to arrive in three days. Let me know.,Ham,Notification,Advanced
321,"LIMITED TIME: Don't miss our biggest sale of the year on a RoadMaster bicycle, hurry before it ends! Don't wait!",Spam,Advertisement,Advanced
322,"ATTENTION: Your refund is pending approval, confirm your details now to receive the funds!",Spam,Scam,Advanced
323,IMPORTANT: Refer a friend and receive a free a RoadMaster bicycle as a thank-you gift! Offer won't last.,Spam,Promotion,Advanced
324,"Quick note: Hope your exams went well, let's celebrate this weekend. Take care.",Ham,Personal,Beginner
325,IMPORTANT: Action required: your membership will expire tonight unless you renew immediately! Don't wait!,Spam,Scam,Advanced
326,"Hello, Did you finish reading that book you mentioned last week? Take care.",Ham,Normal Message,Advanced
327,ALERT: URGENT: Your account will be suspended unless you verify your details immediately! Offer won't last.,Spam,Scam,Advanced
328,"ATTENTION: Your recent order has an issue, verify your payment method to continue processing!",Spam,Scam,Beginner
329,Quick note: The deadline for the Brightline Technologies deliverables has been moved up by two days.,Ham,Work,Intermediate
330,"FYI, This is a confirmation that your request with Harborview College has been received. Let me know.",Ham,Notification,Beginner
331,Please share your feedback on the draft before we send it to Lakeside Medical Center. Thanks!,Ham,Work,Beginner
332,"Hey, The quarterly presentation for Meridian Financial Group is due by end of day Friday. Take care.",Ham,Work,Intermediate
333,"Hi, Your appointment with Evergreen Energy Co. is confirmed for next Tuesday at 10 AM. Thanks!",Ham,Notification,Advanced
334,"Just a heads up, Thanks again for helping me move those boxes yesterday. Thanks!",Ham,Normal Message,Intermediate
335,Refer a friend and receive a free a StreamCast speaker as a thank-you gift! Offer won't last.,Spam,Promotion,Beginner
336,"Your account has been flagged for review, respond within 24 hours to avoid closure! Respond today.",Spam,Scam,Advanced
337,"Hey, Let's finalize the agenda for next week's meeting with Meridian Financial Group. Let me know.",Ham,Work,Beginner
338,"Quick note: Thinking about you during this tough time, I'm here if you need me. Let me know.",Ham,Personal,Advanced
339,"Your package could not be delivered, confirm your address immediately to avoid cancellation! Respond today.",Spam,Scam,Beginner
340,"Just a heads up, Reminder: your subscription with Maple Street School District renews at the end of this month.",Ham,Notification,Beginner
341,Quick note: Your order from Meridian Financial Group has shipped and is expected to arrive in three days.,Ham,Notification,Beginner
342,"ACT NOW: Unlock a members-only discount on a StreamCast speaker, available for a short time! Limited spots remain.",Spam,Promotion,Advanced
343,"The weather looks nice this weekend, want to go for a walk? Take care.",Ham,Normal Message,Beginner
344,"Quick note: Hope the new house is treating you well, let's visit soon. Talk soon.",Ham,Personal,Beginner
345,"ATTENTION: Unusual sign-in attempt detected, confirm it was you within the next hour! Limited spots remain.",Spam,Scam,Advanced
346,Quick note: Could you double-check the numbers in the spreadsheet before we send it to Brightline Technologies?,Ham,Work,Beginner
347,"Quick note: I left the spare key under the mat, let yourself in whenever. Take care.",Ham,Normal Message,Intermediate
348,"Hi, We should catch up soon, it's been a while since we talked. Talk soon.",Ham,Normal Message,Advanced
349,"FYI, This is a reminder that your membership with Golden Gate Retailers is up for renewal soon.",Ham,Notification,Advanced
350,"ACT NOW: Final notice: unusual activity detected on your account, verify now to avoid suspension! Offer won't last.",Spam,Scam,Intermediate
351,"Quick note: Hope your trip was amazing, can't wait to hear all about it.",Ham,Personal,Advanced
352,"Hi, Let's finalize the agenda for next week's meeting with Global Trade Partners. Thanks!",Ham,Work,Advanced
353,"Just a heads up, The deadline for the Pioneer Research Institute deliverables has been moved up by two days. Talk soon.",Ham,Work,Intermediate
354,"Hey, Just wanted to check in and see how you've been doing lately. Talk soon.",Ham,Personal,Beginner
355,"ALERT: Unlock a members-only discount on a SoundWave headset, available for a short time!",Spam,Promotion,Intermediate
356,"ALERT: Congratulations, you have been selected for a special cash reward, claim it today! Offer won't last.",Spam,Scam,Intermediate
357,"FYI, Let's sync up briefly before submitting the proposal to Maple Street School District. Talk soon.",Ham,Work,Beginner
358,ATTENTION: Limited spots available: sign up now for a free trial of a RoadMaster bicycle!,Spam,Promotion,Beginner
359,"ACT NOW: Upgrade today: a NovaBook Pro laptop is on sale for a limited time, don't wait! Offer won't last.",Spam,Advertisement,Intermediate
360,"Just a heads up, Let's schedule a quick check-in about the Quantum Innovations account this week.",Ham,Work,Intermediate
361,"Just a heads up, Do you want to grab coffee before the meeting starts?",Ham,Normal Message,Advanced
