id,original_text,lowercase_text,clean_text,tokenized_text,stopwords_removed,stemmed_text,lemmatized_text
51,The team isn't going to the campus because it's raining Oakwood Publishing House again!! It happened faster than planned.,the team isn't going to the campus because it's raining oakwood publishing house again!! it happened faster than planned.,the team isn t going to the campus because it s raining oakwood publishing house again it happened faster than planned,"['the', 'team', 'isn', 't', 'going', 'to', 'the', 'campus', 'because', 'it', 's', 'raining', 'oakwood', 'publishing', 'house', 'again', 'it', 'happened', 'faster', 'than', 'planned']","['team', 'isn', 't', 'going', 'campus', 'because', 's', 'raining', 'oakwood', 'publishing', 'house', 'happened', 'faster', 'planned']",team isn t go campu because s rain oakwood publish house happen fast plann,team isn t go campu because s rain oakwood publish house happen faster plann
52,"You know, You should've called me earlier; I was worried something happened. No one expected that outcome.","you know, you should've called me earlier; i was worried something happened. no one expected that outcome.",you know you should ve called me earlier i was worried something happened no one expected that outcome,"['you', 'know', 'you', 'should', 've', 'called', 'me', 'earlier', 'i', 'was', 'worried', 'something', 'happened', 'no', 'one', 'expected', 'that', 'outcome']","['know', 've', 'called', 'earlier', 'worried', 'something', 'happened', 'one', 'expected', 'outcome']",know ve call earli worri someth happen one expect outcome,know ve call earlier worri someth happen one expect outcome
53,"By the way, I've already sent the invoice; please confirm once you've reviewed it. Everyone agreed it was worth it.","by the way, i've already sent the invoice; please confirm once you've reviewed it. everyone agreed it was worth it.",by the way i ve already sent the invoice please confirm once you ve reviewed it everyone agreed it was worth it,"['by', 'the', 'way', 'i', 've', 'already', 'sent', 'the', 'invoice', 'please', 'confirm', 'once', 'you', 've', 'reviewed', 'it', 'everyone', 'agreed', 'it', 'was', 'worth', 'it']","['way', 've', 'already', 'sent', 'invoice', 'please', 'confirm', 've', 'reviewed', 'everyone', 'agreed', 'worth']",way ve already sent invoice please confirm ve review everyone agre worth,way ve already sent invoice please confirm ve review everyone agre worth
54,"You know, The women's committee organized the fundraiser at the museum. No one expected that outcome.","you know, the women's committee organized the fundraiser at the museum. no one expected that outcome.",you know the women s committee organized the fundraiser at the museum no one expected that outcome,"['you', 'know', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'museum', 'no', 'one', 'expected', 'that', 'outcome']","['know', 'women', 's', 'committee', 'organized', 'fundraiser', 'museum', 'one', 'expected', 'outcome']",know woman s committee organiz fundrais museum one expect outcome,know woman s committee organiz fundraiser museum one expect outcome
55,"By the way, I can't believe   Ibrahim finished  the  launch report  in just 2 days. That's just how it goes sometimes.","by the way, i can't believe   ibrahim finished  the  launch report  in just 2 days. that's just how it goes sometimes.",by the way i can t believe ibrahim finished the launch report in just days that s just how it goes sometimes,"['by', 'the', 'way', 'i', 'can', 't', 'believe', 'ibrahim', 'finished', 'the', 'launch', 'report', 'in', 'just', 'days', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['way', 't', 'believe', 'ibrahim', 'finished', 'launch', 'report', 'days', 's', 'how', 'goes', 'sometimes']",way t believe ibrahim finish launch report day s how go sometim,way t believe ibrahim finish launch report day s how go sometim
56,"By the way, I've already sent the invoice; please confirm once you've reviewed it. It's been quite a journey.","by the way, i've already sent the invoice; please confirm once you've reviewed it. it's been quite a journey.",by the way i ve already sent the invoice please confirm once you ve reviewed it it s been quite a journey,"['by', 'the', 'way', 'i', 've', 'already', 'sent', 'the', 'invoice', 'please', 'confirm', 'once', 'you', 've', 'reviewed', 'it', 'it', 's', 'been', 'quite', 'a', 'journey']","['way', 've', 'already', 'sent', 'invoice', 'please', 'confirm', 've', 'reviewed', 's', 'quite', 'journey']",way ve already sent invoice please confirm ve review s quite journey,way ve already sent invoice please confirm ve review s quite journey
57,"You know, The women's committee organized the fundraiser at the campus. Honestly, it wasn't easy.","you know, the women's committee organized the fundraiser at the campus. honestly, it wasn't easy.",you know the women s committee organized the fundraiser at the campus honestly it wasn t easy,"['you', 'know', 'the', 'women', 's', 'committee', 'organized', 'the', 'fundraiser', 'at', 'the', 'campus', 'honestly', 'it', 'wasn', 't', 'easy']","['know', 'women', 's', 'committee', 'organized', 'fundraiser', 'campus', 'honestly', 'wasn', 't', 'easy']",know woman s committee organiz fundrais campu honest wasn t easy,know woman s committee organiz fundraiser campu honestly wasn t easy
58,"By the way, The scientists studied the wolves' behavior for over three months. We'll follow up next week.","by the way, the scientists studied the wolves' behavior for over three months. we'll follow up next week.",by the way the scientists studied the wolves behavior for over three months we ll follow up next week,"['by', 'the', 'way', 'the', 'scientists', 'studied', 'the', 'wolves', 'behavior', 'for', 'over', 'three', 'months', 'we', 'll', 'follow', 'up', 'next', 'week']","['way', 'scientists', 'studied', 'wolves', 'behavior', 'three', 'months', 'll', 'follow', 'next', 'week']",way scientist study wolf behavior three month ll follow next week,way scientist study wolf behavior three month ll follow next week
59,"Honestly, They aren't happy with the results, but they're willing to try again. We'll follow up next week.","honestly, they aren't happy with the results, but they're willing to try again. we'll follow up next week.",honestly they aren t happy with the results but they re willing to try again we ll follow up next week,"['honestly', 'they', 'aren', 't', 'happy', 'with', 'the', 'results', 'but', 'they', 're', 'willing', 'to', 'try', 'again', 'we', 'll', 'follow', 'up', 'next', 'week']","['honestly', 'aren', 't', 'happy', 'results', 're', 'willing', 'try', 'll', 'follow', 'next', 'week']",honest aren t happy result re will try ll follow next week,honestly aren t happy result re will try ll follow next week
60,"You know, The dogs were RUNNING across the museum while the cats watched quietly. Honestly, it wasn't easy.","you know, the dogs were running across the museum while the cats watched quietly. honestly, it wasn't easy.",you know the dogs were running across the museum while the cats watched quietly honestly it wasn t easy,"['you', 'know', 'the', 'dogs', 'were', 'running', 'across', 'the', 'museum', 'while', 'the', 'cats', 'watched', 'quietly', 'honestly', 'it', 'wasn', 't', 'easy']","['know', 'dogs', 'running', 'across', 'museum', 'cats', 'watched', 'quietly', 'honestly', 'wasn', 't', 'easy']",know dog run acros museum cat watch quiet honest wasn t easy,know dog run across museum cat watch quietly honestly wasn t easy
61,"Well, The largest cities in the region reported the highest levels of traffic. We'll follow up next week.","well, the largest cities in the region reported the highest levels of traffic. we'll follow up next week.",well the largest cities in the region reported the highest levels of traffic we ll follow up next week,"['well', 'the', 'largest', 'cities', 'in', 'the', 'region', 'reported', 'the', 'highest', 'levels', 'of', 'traffic', 'we', 'll', 'follow', 'up', 'next', 'week']","['well', 'largest', 'cities', 'region', 'reported', 'highest', 'levels', 'traffic', 'll', 'follow', 'next', 'week']",well large city region report high level traffic ll follow next week,well large city region report highest level traffic ll follow next week
62,"Well, He studied history, mathematics, and biology at Summit Robotics Inc. last year.","well, he studied history, mathematics, and biology at summit robotics inc. last year.",well he studied history mathematics and biology at summit robotics inc last year,"['well', 'he', 'studied', 'history', 'mathematics', 'and', 'biology', 'at', 'summit', 'robotics', 'inc', 'last', 'year']","['well', 'studied', 'history', 'mathematics', 'biology', 'summit', 'robotics', 'inc', 'last', 'year']",well study history mathematic biology summit robotic inc last year,well study history mathematic biology summit robotic inc last year
63,"Well, They aren't happy with the results, but they're willing to try again. That's just how it goes sometimes.","well, they aren't happy with the results, but they're willing to try again. that's just how it goes sometimes.",well they aren t happy with the results but they re willing to try again that s just how it goes sometimes,"['well', 'they', 'aren', 't', 'happy', 'with', 'the', 'results', 'but', 'they', 're', 'willing', 'to', 'try', 'again', 'that', 's', 'just', 'how', 'it', 'goes', 'sometimes']","['well', 'aren', 't', 'happy', 'results', 're', 'willing', 'try', 's', 'how', 'goes', 'sometimes']",well aren t happy result re will try s how go sometim,well aren t happy result re will try s how go sometim
