id,text,sentiment,sentiment_score,emotion,category
302,This video left a lot to be desired; overall it felt frustrating.,Negative,-0.59,Sad,Social Media
303,The animated movie left a lot to be desired; overall it felt awful.,Negative,-0.58,Fear,Movie Review
304,We were thrilled with the sushi platter — it felt amazing and well worth the money.,Positive,0.9,Happy,Food Review
305,This consulting firm was a disappointment; the whole experience felt frustrating.,Negative,-0.95,Fear,Service Review
306,This video met the basic expectations and was generally adequate.,Neutral,-0.14,Neutral,Social Media
307,I'd describe the resort as adequate — it did the job without standing out.,Neutral,-0.12,Neutral,Travel Review
308,I was really let down by this restaurant — it was subpar compared to what was promised.,Negative,-0.99,Fear,Food Review
309,I'd describe this textbook as standard — it did the job without standing out.,Neutral,0.05,Neutral,Education
310,"The customer support team was ordinary overall, similar to most alternatives out there.",Neutral,-0.02,Neutral,Service Review
311,"Honestly, this hotel was excellent from start to finish, no complaints at all.",Positive,0.68,Excited,Travel Review
312,I was really let down by the new cafe — it was unreliable compared to what was promised.,Negative,-0.68,Sad,Food Review
313,The smartwatch impressed everyone in our group; simply impressive.,Positive,0.66,Happy,Product Review
314,I'd describe the tech support line as typical — it did the job without standing out.,Neutral,-0.11,Neutral,Service Review
315,"Unfortunately, this drama was disappointing, and I regret spending money on it.",Negative,-0.74,Sad,Movie Review
316,"Sadly, this bakery turned out to be frustrating, and I wouldn't try it again.",Negative,-0.55,Sad,Food Review
317,The smartwatch left a lot to be desired; overall it felt unreliable.,Negative,-0.77,Sad,Product Review
318,"The resort was unremarkable; nothing special, but nothing terrible either.",Neutral,-0.12,Neutral,Travel Review
319,We were thrilled with this diner — it felt outstanding and well worth the money.,Positive,0.78,Happy,Food Review
320,"Unfortunately, the action film was awful, and I regret spending money on it.",Negative,-0.67,Sad,Movie Review
321,"This diner was unremarkable; nothing special, but nothing terrible either.",Neutral,0.11,Neutral,Food Review
322,I'd describe this backpack as typical — it did the job without standing out.,Neutral,0.08,Neutral,Product Review
323,It's hard to say much about the app redesign; it was simply acceptable.,Neutral,0.12,Neutral,Social Media
324,"The latest trend turned out to be exceptional, and I would recommend it to anyone.",Positive,0.92,Happy,Social Media
325,"Sadly, this tour package turned out to be mediocre, and I wouldn't try it again.",Negative,-0.87,Disappointed,Travel Review
326,This textbook left a lot to be desired; overall it felt mediocre.,Negative,-0.74,Disappointed,Education
327,I'd describe this water bottle as okay — it did the job without standing out.,Neutral,-0.07,Neutral,Product Review
328,"I have to say, the study guide exceeded my expectations; it was truly exceptional.",Positive,0.75,Excited,Education
329,"Honestly, this thread was fantastic from start to finish, no complaints at all.",Positive,0.67,Satisfied,Social Media
330,"Unfortunately, this workshop was frustrating, and I regret spending money on it.",Negative,-0.74,Sad,Education
331,This certification was a disappointment; the whole experience felt frustrating.,Negative,-0.86,Fear,Education
332,This thriller impressed everyone in our group; simply wonderful.,Positive,0.69,Excited,Movie Review
333,"The animated movie turned out to be impressive, and I would recommend it to anyone.",Positive,0.86,Excited,Movie Review
334,This meme was a disappointment; the whole experience felt overpriced.,Negative,-0.75,Disappointed,Social Media
335,I was really let down by this post — it was overpriced compared to what was promised.,Negative,-0.83,Fear,Social Media
336,The mountain lodge impressed everyone in our group; simply fantastic.,Positive,0.81,Excited,Travel Review
337,We were thrilled with the city tour — it felt impressive and well worth the money.,Positive,0.8,Satisfied,Travel Review
338,"Sadly, the new sequel turned out to be subpar, and I wouldn't try it again.",Negative,-0.93,Angry,Movie Review
339,It's hard to say much about this post; it was simply acceptable.,Neutral,-0.04,Neutral,Social Media
340,"I have to say, the smartwatch exceeded my expectations; it was truly exceptional.",Positive,0.86,Happy,Product Review
341,"Sadly, the sushi platter turned out to be overpriced, and I wouldn't try it again.",Negative,-0.89,Sad,Food Review
342,"Sadly, the tutoring session turned out to be disappointing, and I wouldn't try it again.",Negative,-0.73,Fear,Education
343,We were thrilled with this cruise — it felt superb and well worth the money.,Positive,0.72,Satisfied,Travel Review
344,We were thrilled with the study guide — it felt fantastic and well worth the money.,Positive,0.78,Happy,Education
345,"I have to say, this tour package exceeded my expectations; it was truly outstanding.",Positive,0.99,Excited,Travel Review
346,We were thrilled with this blender — it felt superb and well worth the money.,Positive,0.88,Satisfied,Product Review
347,This hotel was a disappointment; the whole experience felt mediocre.,Negative,-0.66,Disappointed,Travel Review
348,"I have to say, this video exceeded my expectations; it was truly superb.",Positive,0.7,Satisfied,Social Media
349,This consulting firm met the basic expectations and was generally reasonable.,Neutral,-0.11,Neutral,Service Review
350,This workshop met the basic expectations and was generally fine.,Neutral,-0.14,Neutral,Education
351,"The city tour was okay overall, similar to most alternatives out there.",Neutral,0.09,Neutral,Travel Review
352,This diner impressed everyone in our group; simply exceptional.,Positive,0.69,Excited,Food Review
353,"I have to say, the beach destination exceeded my expectations; it was truly superb.",Positive,0.66,Happy,Travel Review
354,"This bakery turned out to be superb, and I would recommend it to anyone.",Positive,1.0,Satisfied,Food Review
355,I'd describe this course as adequate — it did the job without standing out.,Neutral,0.05,Neutral,Education
356,"I have to say, the new sequel exceeded my expectations; it was truly top-notch.",Positive,0.63,Satisfied,Movie Review
357,This thread was a disappointment; the whole experience felt unreliable.,Negative,-0.89,Sad,Social Media
358,This rental agency was a disappointment; the whole experience felt poorly made.,Negative,-0.72,Angry,Service Review
359,We were thrilled with the dessert menu — it felt delightful and well worth the money.,Positive,0.81,Happy,Food Review
360,This laptop met the basic expectations and was generally ordinary.,Neutral,-0.0,Neutral,Product Review
361,The resort was a disappointment; the whole experience felt frustrating.,Negative,-0.68,Disappointed,Travel Review
362,"The training program turned out to be amazing, and I would recommend it to anyone.",Positive,1.0,Happy,Education
363,"Sadly, the tech support line turned out to be frustrating, and I wouldn't try it again.",Negative,-0.88,Disappointed,Service Review
364,The romantic comedy impressed everyone in our group; simply outstanding.,Positive,0.78,Happy,Movie Review
365,I'd describe the latest trend as acceptable — it did the job without standing out.,Neutral,0.01,Neutral,Social Media
366,"Honestly, the pasta dish was fantastic from start to finish, no complaints at all.",Positive,0.72,Happy,Food Review
367,The vacuum cleaner met the basic expectations and was generally standard.,Neutral,-0.03,Neutral,Product Review
368,This thriller impressed everyone in our group; simply excellent.,Positive,0.86,Excited,Movie Review
369,We were thrilled with the pasta dish — it felt excellent and well worth the money.,Positive,0.95,Happy,Food Review
370,"Unfortunately, the new sequel was terrible, and I regret spending money on it.",Negative,-0.59,Disappointed,Movie Review
371,"Unfortunately, the city tour was subpar, and I regret spending money on it.",Negative,-0.62,Sad,Travel Review
372,The vacuum cleaner met the basic expectations and was generally okay.,Neutral,0.02,Neutral,Product Review
373,It's hard to say much about the vacuum cleaner; it was simply unremarkable.,Neutral,-0.11,Neutral,Product Review
374,I was really let down by the animated movie — it was disappointing compared to what was promised.,Negative,-0.96,Disappointed,Movie Review
375,"Sadly, this thriller turned out to be subpar, and I wouldn't try it again.",Negative,-0.64,Fear,Movie Review
376,"The online lecture turned out to be amazing, and I would recommend it to anyone.",Positive,0.78,Excited,Education
377,"Unfortunately, this thriller was terrible, and I regret spending money on it.",Negative,-0.97,Sad,Movie Review
378,"Sadly, this cleaning company turned out to be poorly made, and I wouldn't try it again.",Negative,-0.59,Sad,Service Review
379,We were thrilled with the vacuum cleaner — it felt wonderful and well worth the money.,Positive,0.86,Excited,Product Review
