id,text,entities,entity_types,person,organization,location,date,money,product
95,"Delta Cloud Services announced that Peter Petrov will lead the new office in Mumbai starting July 9, 2015.","Peter Petrov; Delta Cloud Services; Mumbai; July 9, 2015",PERSON; ORG; GPE; DATE,Peter Petrov,Delta Cloud Services,Mumbai,"July 9, 2015",,
96,"Oakwood Publishing House partnered with a university in Melbourne to research a NightOwl reading lamp technology, Felix Wright reported.",Felix Wright; Oakwood Publishing House; Melbourne; a NightOwl reading lamp,PERSON; ORG; GPE; PRODUCT,Felix Wright,Oakwood Publishing House,Melbourne,,,NightOwl reading lamp
97,"Quantum Innovations partnered with a university in Austin to research a SnapShot camera technology, Olivia Nguyen reported.",Olivia Nguyen; Quantum Innovations; Austin; a SnapShot camera,PERSON; ORG; GPE; PRODUCT,Olivia Nguyen,Quantum Innovations,Austin,,,SnapShot camera
98,Aisha Costa traveled from Amsterdam to Marrakesh to negotiate a deal worth $499.99 with Blue Horizon Airlines.,Aisha Costa; Blue Horizon Airlines; Amsterdam; Marrakesh; $499.99,PERSON; ORG; GPE; GPE; MONEY,Aisha Costa,Blue Horizon Airlines,"Amsterdam, Marrakesh",,$499.99,
99,"NextGen Software Labs partnered with a university in Wellington to research the FreshAir purifier technology, Aisha Young reported.",Aisha Young; NextGen Software Labs; Wellington; the FreshAir purifier,PERSON; ORG; GPE; PRODUCT,Aisha Young,NextGen Software Labs,Wellington,,,FreshAir purifier
100,"Mark Khan, a spokesperson for Union Manufacturing Corp., confirmed the release of the AeroFit smartwatch for $24.50 on May 12, 2019.","Mark Khan; Union Manufacturing Corp.; May 12, 2019; $24.50; the AeroFit smartwatch",PERSON; ORG; DATE; MONEY; PRODUCT,Mark Khan,Union Manufacturing Corp.,,"May 12, 2019",$24.50,AeroFit smartwatch
101,"The board at Vertex Analytics approved a $120 investment in Prague after Felix Patel's presentation on August 7, 2022.","Felix Patel; Vertex Analytics; Prague; August 7, 2022; $120",PERSON; ORG; GPE; DATE; MONEY,Felix Patel,Vertex Analytics,Prague,"August 7, 2022",$120,
102,"On December 10, 2015, Meridian Financial Group opened a new branch in Melbourne, India, appointing David Haddad as director.","David Haddad; Meridian Financial Group; India; Melbourne; December 10, 2015",PERSON; ORG; GPE; GPE; DATE,David Haddad,Meridian Financial Group,"India, Melbourne","December 10, 2015",,
103,Nadia Smith traveled from Stockholm to Copenhagen to negotiate a deal worth $30.75 with Harborview College.,Nadia Smith; Harborview College; Copenhagen; Stockholm; $30.75,PERSON; ORG; GPE; GPE; MONEY,Nadia Smith,Harborview College,"Copenhagen, Stockholm",,$30.75,
104,"Evergreen Energy Co. partnered with a university in Warsaw to research a StreamCast speaker technology, Fatima Silva reported.",Fatima Silva; Evergreen Energy Co.; Warsaw; a StreamCast speaker,PERSON; ORG; GPE; PRODUCT,Fatima Silva,Evergreen Energy Co.,Warsaw,,,StreamCast speaker
105,"Blue Horizon Airlines partnered with a university in Bangkok to research a NightOwl reading lamp technology, Layla Okafor reported.",Layla Okafor; Blue Horizon Airlines; Bangkok; a NightOwl reading lamp,PERSON; ORG; GPE; PRODUCT,Layla Okafor,Blue Horizon Airlines,Bangkok,,,NightOwl reading lamp
106,"During the conference in Marrakesh, Leila Kim from Falcon Logistics unveiled a SunBeam solar charger priced at $199.",Leila Kim; Falcon Logistics; Marrakesh; $199; a SunBeam solar charger,PERSON; ORG; GPE; MONEY; PRODUCT,Leila Kim,Falcon Logistics,Marrakesh,,$199,SunBeam solar charger
107,"Crescent Media Group partnered with a university in Kuala Lumpur to research the GreenLeaf water bottle technology, Layla Rossi reported.",Layla Rossi; Crescent Media Group; Kuala Lumpur; the GreenLeaf water bottle,PERSON; ORG; GPE; PRODUCT,Layla Rossi,Crescent Media Group,Kuala Lumpur,,,GreenLeaf water bottle
108,"During the conference in Austin, James Wright from Delta Cloud Services unveiled the FreshAir purifier priced at $350.",James Wright; Delta Cloud Services; Austin; $350; the FreshAir purifier,PERSON; ORG; GPE; MONEY; PRODUCT,James Wright,Delta Cloud Services,Austin,,$350,FreshAir purifier
109,"On July 7, 2025, Redstone Consulting opened a new branch in Mumbai, Indonesia, appointing Fatima Kim as director.","Fatima Kim; Redstone Consulting; Indonesia; Mumbai; July 7, 2025",PERSON; ORG; GPE; GPE; DATE,Fatima Kim,Redstone Consulting,"Indonesia, Mumbai","July 7, 2025",,
110,"Lucas Moore, a spokesperson for Pioneer Research Institute, confirmed the release of the QuickBrew coffee maker for $89.99 on October 5, 2017.","Lucas Moore; Pioneer Research Institute; October 5, 2017; $89.99; the QuickBrew coffee maker",PERSON; ORG; DATE; MONEY; PRODUCT,Lucas Moore,Pioneer Research Institute,,"October 5, 2017",$89.99,QuickBrew coffee maker
111,"George Johansson joined Brightline Technologies in Cape Town on April 1, 2017 to launch the ChefMate blender.","George Johansson; Brightline Technologies; Cape Town; April 1, 2017; the ChefMate blender",PERSON; ORG; GPE; DATE; PRODUCT,George Johansson,Brightline Technologies,Cape Town,"April 1, 2017",,ChefMate blender
112,"On July 3, 2021, Coastal Insurance Co. opened a new branch in Nairobi, India, appointing Leila Patel as director.","Leila Patel; Coastal Insurance Co.; India; Nairobi; July 3, 2021",PERSON; ORG; GPE; GPE; DATE,Leila Patel,Coastal Insurance Co.,"India, Nairobi","July 3, 2021",,
113,"Leila Novak, a spokesperson for Summit Robotics Inc., confirmed the release of the FlexFit yoga mat for $350 on April 10, 2016.","Leila Novak; Summit Robotics Inc.; April 10, 2016; $350; the FlexFit yoga mat",PERSON; ORG; DATE; MONEY; PRODUCT,Leila Novak,Summit Robotics Inc.,,"April 10, 2016",$350,FlexFit yogmat
114,"Jack Anderson joined Summit Robotics Inc. in Buenos Aires on November 10, 2025 to launch the FreshAir purifier.","Jack Anderson; Summit Robotics Inc.; Buenos Aires; November 10, 2025; the FreshAir purifier",PERSON; ORG; GPE; DATE; PRODUCT,Jack Anderson,Summit Robotics Inc.,Buenos Aires,"November 10, 2025",,FreshAir purifier
115,Nadia King traveled from Warsaw to Prague to negotiate a deal worth $250 with Evergreen Energy Co..,Nadia King; Evergreen Energy Co.; Prague; Warsaw; $250,PERSON; ORG; GPE; GPE; MONEY,Nadia King,Evergreen Energy Co.,"Prague, Warsaw",,$250,
116,"Summit Robotics Inc. partnered with a university in Kuala Lumpur to research the ChefMate blender technology, Elena Patel reported.",Elena Patel; Summit Robotics Inc.; Kuala Lumpur; the ChefMate blender,PERSON; ORG; GPE; PRODUCT,Elena Patel,Summit Robotics Inc.,Kuala Lumpur,,,ChefMate blender
117,"Samuel Larsen, a spokesperson for Cedar Grove Hospital, confirmed the release of a NovaBook Pro laptop for $30.75 on December 3, 2016.","Samuel Larsen; Cedar Grove Hospital; December 3, 2016; $30.75; a NovaBook Pro laptop",PERSON; ORG; DATE; MONEY; PRODUCT,Samuel Larsen,Cedar Grove Hospital,,"December 3, 2016",$30.75,NovaBook Pro laptop
118,"Oakwood Publishing House announced that Ravi Okafor will lead the new office in Warsaw starting August 9, 2019.","Ravi Okafor; Oakwood Publishing House; Warsaw; August 9, 2019",PERSON; ORG; GPE; DATE,Ravi Okafor,Oakwood Publishing House,Warsaw,"August 9, 2019",,
119,"During the conference in Prague, Mei Osei from Ironwood Steel Works unveiled a RoadMaster bicycle priced at $99.",Mei Osei; Ironwood Steel Works; Prague; $99; a RoadMaster bicycle,PERSON; ORG; GPE; MONEY; PRODUCT,Mei Osei,Ironwood Steel Works,Prague,,$99,RoadMaster bicycle
120,Mei Ivanov traveled from Austin to Vancouver to negotiate a deal worth $49.99 with Global Trade Partners.,Mei Ivanov; Global Trade Partners; Austin; Vancouver; $49.99,PERSON; ORG; GPE; GPE; MONEY,Mei Ivanov,Global Trade Partners,"Austin, Vancouver",,$49.99,
121,"During the conference in Seoul, Ibrahim Baker from Ironwood Steel Works unveiled the PixelView monitor priced at $250.",Ibrahim Baker; Ironwood Steel Works; Seoul; $250; the PixelView monitor,PERSON; ORG; GPE; MONEY; PRODUCT,Ibrahim Baker,Ironwood Steel Works,Seoul,,$250,PixelView monitor
122,Felix Okafor traveled from Copenhagen to Kuala Lumpur to negotiate a deal worth $99 with Maple Street School District.,Felix Okafor; Maple Street School District; Copenhagen; Kuala Lumpur; $99,PERSON; ORG; GPE; GPE; MONEY,Felix Okafor,Maple Street School District,"Copenhagen, Kuala Lumpur",,$99,
123,"Leila Lewis, a spokesperson for Skyline Real Estate, confirmed the release of a SoundWave headset for $49.99 on November 4, 2018.","Leila Lewis; Skyline Real Estate; November 4, 2018; $49.99; a SoundWave headset",PERSON; ORG; DATE; MONEY; PRODUCT,Leila Lewis,Skyline Real Estate,,"November 4, 2018",$49.99,SoundWave headset
124,"Ravi Scott, a spokesperson for Brightline Technologies, confirmed the release of a RoadMaster bicycle for $30.75 on September 23, 2024.","Ravi Scott; Brightline Technologies; September 23, 2024; $30.75; a RoadMaster bicycle",PERSON; ORG; DATE; MONEY; PRODUCT,Ravi Scott,Brightline Technologies,,"September 23, 2024",$30.75,RoadMaster bicycle
125,"Zenith Pharmaceuticals announced that Ingrid Rossi will lead the new office in Toronto starting May 27, 2016.","Ingrid Rossi; Zenith Pharmaceuticals; Toronto; May 27, 2016",PERSON; ORG; GPE; DATE,Ingrid Rossi,Zenith Pharmaceuticals,Toronto,"May 27, 2016",,
126,"Delta Cloud Services partnered with a university in Kuala Lumpur to research a SunBeam solar charger technology, Layla Moore reported.",Layla Moore; Delta Cloud Services; Kuala Lumpur; a SunBeam solar charger,PERSON; ORG; GPE; PRODUCT,Layla Moore,Delta Cloud Services,Kuala Lumpur,,,SunBeam solar charger
127,Tom Novak traveled from Warsaw to Manila to negotiate a deal worth $120 with Redstone Consulting.,Tom Novak; Redstone Consulting; Manila; Warsaw; $120,PERSON; ORG; GPE; GPE; MONEY,Tom Novak,Redstone Consulting,"Manila, Warsaw",,$120,
128,"Coastal Insurance Co. announced that George Taylor will lead the new office in Vancouver starting November 25, 2018.","George Taylor; Coastal Insurance Co.; Vancouver; November 25, 2018",PERSON; ORG; GPE; DATE,George Taylor,Coastal Insurance Co.,Vancouver,"November 25, 2018",,
129,"Oakwood Publishing House partnered with a university in Edinburgh to research the CloudDesk chair technology, Leila Young reported.",Leila Young; Oakwood Publishing House; Edinburgh; the CloudDesk chair,PERSON; ORG; GPE; PRODUCT,Leila Young,Oakwood Publishing House,Edinburgh,,,CloudDesk chair
130,"Falcon Logistics announced that Fatima Okafor will lead the new office in Edinburgh starting November 12, 2024.","Fatima Okafor; Falcon Logistics; Edinburgh; November 12, 2024",PERSON; ORG; GPE; DATE,Fatima Okafor,Falcon Logistics,Edinburgh,"November 12, 2024",,
131,"Ironwood Steel Works partnered with a university in Amsterdam to research a SunBeam solar charger technology, Ibrahim Brown reported.",Ibrahim Brown; Ironwood Steel Works; Amsterdam; a SunBeam solar charger,PERSON; ORG; GPE; PRODUCT,Ibrahim Brown,Ironwood Steel Works,Amsterdam,,,SunBeam solar charger
132,"Lakeside Medical Center partnered with a university in Cape Town to research the FlexFit yoga mat technology, David Young reported.",David Young; Lakeside Medical Center; Cape Town; the FlexFit yoga mat,PERSON; ORG; GPE; PRODUCT,David Young,Lakeside Medical Center,Cape Town,,,FlexFit yogmat
133,"On March 4, 2022, Skyline Real Estate opened a new branch in Stockholm, Denmark, appointing Amara Ivanov as director.","Amara Ivanov; Skyline Real Estate; Denmark; Stockholm; March 4, 2022",PERSON; ORG; GPE; GPE; DATE,Amara Ivanov,Skyline Real Estate,"Denmark, Stockholm","March 4, 2022",,
134,"Zenith Pharmaceuticals partnered with a university in Melbourne to research the CloudDesk chair technology, Anna Chen reported.",Anna Chen; Zenith Pharmaceuticals; Melbourne; the CloudDesk chair,PERSON; ORG; GPE; PRODUCT,Anna Chen,Zenith Pharmaceuticals,Melbourne,,,CloudDesk chair
135,"Crescent Media Group partnered with a university in Stockholm to research a StreamCast speaker technology, Liam Wright reported.",Liam Wright; Crescent Media Group; Stockholm; a StreamCast speaker,PERSON; ORG; GPE; PRODUCT,Liam Wright,Crescent Media Group,Stockholm,,,StreamCast speaker
136,"During the conference in Denver, Grace Petrov from Lakeside Medical Center unveiled the TravelLite suitcase priced at $9.99.",Grace Petrov; Lakeside Medical Center; Denver; $9.99; the TravelLite suitcase,PERSON; ORG; GPE; MONEY; PRODUCT,Grace Petrov,Lakeside Medical Center,Denver,,$9.99,TravelLite suitcase
137,"During the conference in Melbourne, Jack Young from Crescent Media Group unveiled a SnapShot camera priced at $1,200.","Jack Young; Crescent Media Group; Melbourne; $1,200; a SnapShot camera",PERSON; ORG; GPE; MONEY; PRODUCT,Jack Young,Crescent Media Group,Melbourne,,"$1,200",SnapShot camera
138,"During the conference in Dublin, Victor Baker from Aurora Data Systems unveiled a RoadMaster bicycle priced at $49.99.",Victor Baker; Aurora Data Systems; Dublin; $49.99; a RoadMaster bicycle,PERSON; ORG; GPE; MONEY; PRODUCT,Victor Baker,Aurora Data Systems,Dublin,,$49.99,RoadMaster bicycle
139,"Oakwood Publishing House announced that Sofia Nguyen will lead the new office in Prague starting December 3, 2024.","Sofia Nguyen; Oakwood Publishing House; Prague; December 3, 2024",PERSON; ORG; GPE; DATE,Sofia Nguyen,Oakwood Publishing House,Prague,"December 3, 2024",,
140,"The board at Skyline Real Estate approved a $99 investment in Berlin after Layla Costa's presentation on January 4, 2018.","Layla Costa; Skyline Real Estate; Berlin; January 4, 2018; $99",PERSON; ORG; GPE; DATE; MONEY,Layla Costa,Skyline Real Estate,Berlin,"January 4, 2018",$99,
141,"Meridian Financial Group announced that Aisha Hall will lead the new office in Toronto starting February 22, 2025.","Aisha Hall; Meridian Financial Group; Toronto; February 22, 2025",PERSON; ORG; GPE; DATE,Aisha Hall,Meridian Financial Group,Toronto,"February 22, 2025",,
142,"On December 7, 2018, Summit Robotics Inc. opened a new branch in Melbourne, India, appointing Samuel Haddad as director.","Samuel Haddad; Summit Robotics Inc.; India; Melbourne; December 7, 2018",PERSON; ORG; GPE; GPE; DATE,Samuel Haddad,Summit Robotics Inc.,"India, Melbourne","December 7, 2018",,
143,"Julia Rossi, a spokesperson for Silverline Motors, confirmed the release of the FlexFit yoga mat for $19.99 on March 6, 2017.","Julia Rossi; Silverline Motors; March 6, 2017; $19.99; the FlexFit yoga mat",PERSON; ORG; DATE; MONEY; PRODUCT,Julia Rossi,Silverline Motors,,"March 6, 2017",$19.99,FlexFit yogmat
144,"Yuki Chen, a spokesperson for Maple Street School District, confirmed the release of the FreshAir purifier for $250 on May 27, 2015.","Yuki Chen; Maple Street School District; May 27, 2015; $250; the FreshAir purifier",PERSON; ORG; DATE; MONEY; PRODUCT,Yuki Chen,Maple Street School District,,"May 27, 2015",$250,FreshAir purifier
145,Julia King traveled from Mumbai to Nairobi to negotiate a deal worth $24.50 with Blue Horizon Airlines.,Julia King; Blue Horizon Airlines; Mumbai; Nairobi; $24.50,PERSON; ORG; GPE; GPE; MONEY,Julia King,Blue Horizon Airlines,"Mumbai, Nairobi",,$24.50,
146,"During the conference in Jakarta, Victor Lewis from Union Manufacturing Corp. unveiled a SoundWave headset priced at $30.75.",Victor Lewis; Union Manufacturing Corp.; Jakarta; $30.75; a SoundWave headset,PERSON; ORG; GPE; MONEY; PRODUCT,Victor Lewis,Union Manufacturing Corp.,Jakarta,,$30.75,SoundWave headset
147,"Ahmed Garcia, a spokesperson for Zenith Pharmaceuticals, confirmed the release of a NovaBook Pro laptop for $15 on February 5, 2020.","Ahmed Garcia; Zenith Pharmaceuticals; February 5, 2020; $15; a NovaBook Pro laptop",PERSON; ORG; DATE; MONEY; PRODUCT,Ahmed Garcia,Zenith Pharmaceuticals,,"February 5, 2020",$15,NovaBook Pro laptop
148,"On March 19, 2022, Zenith Pharmaceuticals opened a new branch in Zurich, Australia, appointing Julia Silva as director.","Julia Silva; Zenith Pharmaceuticals; Australia; Zurich; March 19, 2022",PERSON; ORG; GPE; GPE; DATE,Julia Silva,Zenith Pharmaceuticals,"Australia, Zurich","March 19, 2022",,
149,"Maple Street School District partnered with a university in Nairobi to research a TrailRunner backpack technology, Hana Wright reported.",Hana Wright; Maple Street School District; Nairobi; a TrailRunner backpack,PERSON; ORG; GPE; PRODUCT,Hana Wright,Maple Street School District,Nairobi,,,TrailRunner backpack
150,"During the conference in Amsterdam, Julia Khan from Ironwood Steel Works unveiled a SnapShot camera priced at $30.75.",Julia Khan; Ironwood Steel Works; Amsterdam; $30.75; a SnapShot camera,PERSON; ORG; GPE; MONEY; PRODUCT,Julia Khan,Ironwood Steel Works,Amsterdam,,$30.75,SnapShot camera
151,"BrightFuture Foundation announced that Layla Garcia will lead the new office in Marrakesh starting October 3, 2023.","Layla Garcia; BrightFuture Foundation; Marrakesh; October 3, 2023",PERSON; ORG; GPE; DATE,Layla Garcia,BrightFuture Foundation,Marrakesh,"October 3, 2023",,
152,"Charlotte Ivanov joined Redstone Consulting in Marrakesh on March 2, 2025 to launch the FlexFit yoga mat.","Charlotte Ivanov; Redstone Consulting; Marrakesh; March 2, 2025; the FlexFit yoga mat",PERSON; ORG; GPE; DATE; PRODUCT,Charlotte Ivanov,Redstone Consulting,Marrakesh,"March 2, 2025",,FlexFit yogmat
153,"On May 12, 2017, Zenith Pharmaceuticals opened a new branch in Wellington, South Africa, appointing Maria Moore as director.","Maria Moore; Zenith Pharmaceuticals; South Africa; Wellington; May 12, 2017",PERSON; ORG; GPE; GPE; DATE,Maria Moore,Zenith Pharmaceuticals,"South Africa, Wellington","May 12, 2017",,
